latitude,longitude,ambient_temp_c,wind_speed_ms,wind_direction_deg,ghi_kwh_m2_day,warm_humidity_pct,hot_air_index,rain_last_7days_mm,shelter_material_and_design
34.2302,78.5716,-17.4,8.1,300,4.34,29.2,Extreme Freeze,8.6,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
34.9325,75.7099,1.4,6.3,209,6.91,51.4,Low,0.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.7198,76.6273,10.9,0.5,307,3.95,33.3,Low,0.0,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.1613,77.0918,-5.6,8.0,61,5.69,54.2,Very Low,0.4,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.1589,78.8277,14.6,2.4,4,5.03,30.8,Low,4.7,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.7418,77.7241,-9.0,7.3,106,3.62,36.1,Very Low,8.4,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
32.6074,75.6289,7.2,0.5,10,4.38,45.9,Low,3.6,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
35.4342,78.2758,-15.7,9.8,341,6.04,25.4,Extreme Freeze,3.8,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
33.4993,77.3515,12.4,4.2,214,4.42,50.1,Low,1.4,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.9505,79.6483,10.5,1.7,218,4.7,35.3,Low,3.1,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.7654,77.748,5.6,2.9,178,5.95,39.1,Low,1.5,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.4031,78.6904,-4.7,4.0,315,6.6,40.5,Very Low,1.6,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.2112,76.4849,-16.8,5.0,65,6.29,34.2,Extreme Freeze,2.5,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
34.3237,78.9244,-4.7,9.0,184,5.44,26.9,Very Low,0.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.4904,78.7443,13.3,5.2,16,5.76,35.9,Low,15.5,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
35.1487,79.5684,1.6,0.5,39,5.64,14.9,Low,12.3,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.4846,75.6522,-18.6,1.3,335,4.26,21.9,Extreme Freeze,8.0,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
33.2341,77.5138,-13.5,13.3,75,5.84,33.6,Extreme Freeze,4.2,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.7258,78.5562,15.0,5.4,318,4.25,50.5,Moderate,8.4,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
33.4872,75.9282,5.9,7.9,245,6.24,50.2,Low,18.3,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
35.0498,77.3477,-14.8,4.1,50,5.66,44.8,Extreme Freeze,1.7,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
35.2666,79.7397,-21.2,2.0,128,2.9,19.6,Extreme Freeze,2.3,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
33.2014,77.4617,-7.5,3.6,306,6.67,38.0,Very Low,6.5,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
35.051,79.9343,-22.2,5.4,259,4.87,26.4,Extreme Freeze,5.1,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
34.779,75.7558,-1.9,3.6,208,4.77,34.3,Very Low,8.7,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
35.2717,78.7302,29.4,10.8,210,6.65,44.5,High,2.1,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
33.011,78.1146,-19.2,3.2,131,5.3,41.6,Extreme Freeze,1.9,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
34.104,77.7524,-2.2,1.8,83,6.22,47.8,Very Low,4.4,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.106,79.8688,15.7,7.4,48,4.72,20.9,Moderate,0.8,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
34.9195,76.0834,9.0,7.8,245,6.46,24.8,Low,0.2,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.2176,79.532,-1.8,5.1,38,5.74,50.1,Very Low,1.4,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.0639,78.6106,-1.8,3.2,144,5.99,50.2,Very Low,0.9,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.3194,76.6655,-13.9,0.5,142,5.29,34.8,Extreme Freeze,0.0,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.2649,79.5575,-3.2,8.7,246,7.46,34.8,Very Low,7.5,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.3282,77.4318,2.9,7.6,155,7.74,46.7,Low,3.9,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
35.0099,79.164,13.3,3.7,15,2.86,40.3,Low,5.5,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.2103,77.2498,-7.4,5.2,347,6.61,41.1,Very Low,0.9,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
35.0155,79.3292,-2.3,4.3,280,4.2,25.8,Very Low,1.5,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.0732,78.3648,-11.4,9.9,38,6.11,46.5,Very Low,0.3,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.9144,76.1347,2.7,1.9,144,3.37,33.0,Low,29.9,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.6868,78.4235,9.4,3.1,45,5.98,21.1,Low,0.5,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.2384,76.3611,7.6,2.8,308,4.5,27.2,Low,0.5,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.0375,77.3537,-14.0,5.9,306,4.95,29.0,Extreme Freeze,4.8,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.383,76.2663,1.8,5.2,19,4.98,49.8,Low,2.0,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.1533,75.5991,-8.1,5.6,342,4.62,28.0,Very Low,10.9,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.6297,76.4535,12.1,2.4,132,4.65,38.8,Low,8.9,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.0854,77.9137,-1.9,9.5,317,5.02,13.9,Very Low,10.1,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.4203,77.667,-18.2,3.6,358,5.32,44.4,Extreme Freeze,6.6,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
32.5843,77.7567,-2.6,8.6,267,5.89,27.1,Very Low,0.7,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.1684,76.6146,5.5,14.4,80,7.73,38.9,Low,0.3,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.1074,78.5832,2.9,2.4,157,4.36,38.9,Low,0.3,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.4628,78.6692,-6.1,6.0,223,5.65,41.3,Very Low,8.1,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.6177,77.1109,-7.0,4.6,1,6.43,38.3,Very Low,5.4,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.0293,79.4653,-11.9,11.1,124,4.65,54.1,Very Low,19.8,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.2849,78.3981,-4.7,4.2,240,2.79,37.1,Very Low,5.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.5774,78.7087,-10.3,5.7,116,3.21,57.5,Very Low,1.4,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.3244,76.748,11.6,5.7,263,2.84,41.4,Low,0.5,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.2983,75.5028,-10.8,4.7,36,7.35,37.7,Very Low,2.3,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.6911,79.3942,1.5,7.3,310,6.24,43.9,Low,1.1,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.3407,79.2009,0.7,5.3,215,6.41,37.0,Low,4.9,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.3036,76.0544,11.3,6.4,48,6.68,39.5,Low,0.5,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.0263,77.1835,13.1,5.6,216,4.81,38.5,Low,7.4,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.2376,78.476,8.4,3.2,58,8.26,37.5,Low,6.0,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.4985,78.4345,4.2,4.2,59,5.9,56.2,Low,6.7,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.4409,79.3716,-12.6,6.7,344,5.41,57.7,Extreme Freeze,16.8,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
35.3106,76.1312,-12.8,6.7,77,6.83,38.3,Extreme Freeze,5.3,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.8993,77.4347,-10.1,8.7,118,6.3,47.6,Very Low,7.8,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.1394,75.9375,9.0,10.6,355,7.1,47.0,Low,0.4,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.0322,77.2532,0.9,3.4,318,7.17,45.9,Low,14.3,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.8723,75.568,10.4,5.4,126,5.08,40.5,Low,1.2,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.3233,79.5422,12.0,4.4,206,5.72,41.6,Low,3.4,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.7727,77.8717,-8.7,1.7,159,4.41,40.7,Very Low,15.7,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.177,79.3241,0.4,6.7,321,3.55,27.8,Low,1.0,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.8993,75.7696,-0.2,7.3,84,6.5,34.3,Very Low,0.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.7457,76.5236,-3.9,1.8,3,6.65,23.0,Very Low,1.8,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
35.4265,76.6672,-6.4,3.9,156,3.12,40.8,Very Low,0.9,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
32.5562,77.2401,14.2,3.6,176,4.64,39.3,Low,5.5,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
35.2754,79.1129,0.6,0.5,348,5.57,42.0,Low,1.6,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
35.2148,77.2395,0.2,4.9,278,5.68,27.3,Low,0.3,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.9337,76.4209,-9.6,1.6,309,7.95,44.6,Very Low,11.2,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.5922,75.7925,8.1,5.5,251,4.75,39.7,Low,0.3,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.639,75.8577,-12.1,5.8,79,5.29,57.3,Extreme Freeze,1.6,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.2791,78.9202,5.5,6.2,43,6.28,43.1,Low,1.4,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.3239,77.5016,5.8,6.3,217,5.08,29.0,Low,0.1,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.1938,78.7678,-5.0,9.6,198,4.89,21.5,Very Low,0.9,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.1082,78.5703,3.8,2.6,179,4.8,37.2,Low,8.4,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.8438,76.1091,2.2,2.7,207,5.78,24.7,Low,0.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.1125,76.143,-0.5,7.0,193,5.29,27.7,Very Low,0.1,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.146,78.899,0.2,4.6,11,6.32,25.3,Low,5.0,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.411,78.7457,0.7,8.4,204,5.93,29.2,Low,0.5,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.4769,77.2011,1.6,6.7,335,2.0,49.6,Low,2.3,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.3725,75.8484,0.7,10.8,125,3.4,25.3,Low,0.0,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.0364,75.5544,-13.2,4.7,347,4.9,30.8,Extreme Freeze,2.3,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
32.445,76.7967,-1.8,0.6,71,6.68,20.7,Very Low,1.9,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.5425,75.5415,3.2,6.0,219,4.72,17.9,Low,4.7,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.8827,76.5353,1.2,4.8,301,5.95,32.2,Low,3.5,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.3283,77.3878,11.4,6.6,71,6.22,37.1,Low,5.7,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.3745,76.0464,7.4,7.0,348,6.15,23.5,Low,13.7,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.0994,75.9692,-10.4,3.4,120,4.84,19.8,Very Low,7.9,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
35.0761,79.534,-2.0,2.0,273,4.12,16.3,Very Low,13.6,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.8005,78.1346,-3.7,4.6,299,3.93,36.5,Very Low,0.3,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.2084,79.7051,-0.1,0.5,42,8.5,44.3,Very Low,23.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.9082,77.0562,-0.0,5.2,207,6.05,20.7,Very Low,1.9,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.4605,78.5472,7.3,3.8,213,7.71,28.5,Low,1.6,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.0622,76.4211,2.1,7.6,334,4.5,45.8,Low,2.6,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.578,78.2825,14.8,0.5,76,7.0,32.9,Low,7.6,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
35.4901,76.0831,2.9,5.0,149,4.93,34.0,Low,15.4,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.6043,75.5094,-10.0,9.7,251,5.47,38.8,Very Low,4.0,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.3492,79.6919,-5.6,7.0,59,5.16,30.6,Very Low,0.8,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.5437,77.997,7.2,7.9,212,4.44,27.2,Low,1.2,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.4009,79.6712,-19.4,6.0,62,4.46,38.1,Extreme Freeze,2.6,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
34.9498,77.0022,-16.2,0.5,279,5.45,21.2,Extreme Freeze,2.3,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
33.6991,76.975,0.1,5.5,192,4.8,18.9,Low,1.4,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.5745,77.3029,11.4,6.2,28,5.65,28.1,Low,9.5,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.5546,78.6772,15.7,1.8,0,4.49,42.1,Moderate,1.6,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
34.9922,78.0461,-2.6,4.6,72,6.35,46.6,Very Low,4.5,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.6279,79.6641,12.7,0.5,276,4.95,30.3,Low,3.3,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.8987,75.6145,0.9,4.0,205,7.46,43.3,Low,12.8,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.6794,78.6869,-18.4,3.7,155,5.44,48.8,Extreme Freeze,5.0,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
33.2438,76.9865,-0.1,9.2,145,5.38,35.4,Very Low,2.0,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
35.421,76.3111,-7.4,3.2,352,7.42,41.4,Very Low,5.1,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.0475,77.7968,11.0,4.2,51,4.91,53.7,Low,1.9,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.7052,77.7728,-0.3,4.8,321,5.01,28.0,Very Low,0.5,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.2991,76.1165,-15.3,3.2,114,4.66,32.6,Extreme Freeze,3.3,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
33.5109,76.4085,-18.0,7.2,225,5.75,51.0,Extreme Freeze,9.8,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
34.0854,77.3367,-0.3,0.5,87,4.62,25.6,Very Low,12.0,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
